ImageId,EncodedPixels
912a679e4b9b1d1a75170254fd675b8c24b664d80ad7ea7e460241a23535a406,46164 6 46419 8 46674 10 46930 10 47186 10 47441 11 47697 10 47953 10 48209 10 48465 9 48722 8 48978 7 49236 3
912a679e4b9b1d1a75170254fd675b8c24b664d80ad7ea7e460241a23535a406,60246 2 60500 5 60754 8 61010 8 61265 9 61521 10 61777 9 62033 9 62289 9 62545 9 62802 7 63060 3
912a679e4b9b1d1a75170254fd675b8c24b664d80ad7ea7e460241a23535a406,37481 4 37730 2 37735 8 37984 16 38238 18 38492 20 38747 21 38770 4 39003 21 39025 5 39259 20 39281 6 39515 19 39536 8 39771 18 39792 8 40028 17 40048 8 40286 6 40293 8 40303 9 40543 4 40549 18 40805 8 40815 8 41061 7 41070 8 41318 6 41326 8 41581 8 41835 10 42090 10 42346 10 42602 9 42858 9 43114 8 43371 5
912a679e4b9b1d1a75170254fd675b8c24b664d80ad7ea7e460241a23535a406,28258 5 28512 8 28767 10 29023 11 29278 12 29534 13 29790 13 30046 14 30303 13 30559 13 30816 12 31072 12 31329 11 31586 9 31844 6
912a679e4b9b1d1a75170254fd675b8c24b664d80ad7ea7e460241a23535a406,21095 1 21350 3 21603 7 21857 10 22113 10 22369 10 22625 10 22881 10 23138 8 23394 8 23651 6
912a679e4b9b1d1a75170254fd675b8c24b664d80ad7ea7e460241a23535a406,63334 3 63589 5 63843 8 64098 9 64354 9 64609 10 64865 10 65121 9 65377 8
912a679e4b9b1d1a75170254fd675b8c24b664d80ad7ea7e460241a23535a406,98 3
912a679e4b9b1d1a75170254fd675b8c24b664d80ad7ea7e460241a23535a406,17256 6 17510 9 17765 11 18020 13 18276 13 18532 14 18788 14 19044 14 19301 13 19557 13 19814 12 20071 11 20328 9 20586 6
912a679e4b9b1d1a75170254fd675b8c24b664d80ad7ea7e460241a23535a406,5481 3 5736 5 5991 6 6247 6 6256 5 6502 7 6512 6 6758 7 6767 8 7015 5 7022 10 7272 18 7529 21 7785 22 8042 22 8298 22 8555 21 8813 19 9070 18 9326 17 9582 8 9595 2 9838 7 10096 4
912a679e4b9b1d1a75170254fd675b8c24b664d80ad7ea7e460241a23535a406,25963 9 26217 12 26473 13 26728 15 26984 15 27241 14 27497 14 27753 14 28009 14 28266 13 28523 12 28779 11 29036 10 29294 7
912a679e4b9b1d1a75170254fd675b8c24b664d80ad7ea7e460241a23535a406,11894 3 12148 11 12403 14 12658 15 12914 16 13170 16 13426 16 13683 15 13940 13 14197 10 14455 7
912a679e4b9b1d1a75170254fd675b8c24b664d80ad7ea7e460241a23535a406,15485 3 15740 5 15995 7 16251 8 16506 9 16762 10 17018 10 17273 11 17529 11 17786 8 17795 1 18042 6 18052 1 18299 3 18306 4 18560 7 18815 9 19069 11 19325 11 19581 11 19836 12 20092 13 20348 13 20605 11 20861 11 21117 11 21374 9 21631 7 21889 3
912a679e4b9b1d1a75170254fd675b8c24b664d80ad7ea7e460241a23535a406,41855 9 42110 12 42366 12 42622 13 42879 12 43135 12 43392 11 43649 10 43906 8 44165 4
912a679e4b9b1d1a75170254fd675b8c24b664d80ad7ea7e460241a23535a406,55697 3 55951 9 56204 13 56458 16 56713 18 56968 20 57222 23 57477 24 57733 25 57988 26 58244 26 58499 27 58755 27 59011 27 59267 27 59523 27 59780 25 60036 25 60293 22 60550 19 60807 16 61065 10
912a679e4b9b1d1a75170254fd675b8c24b664d80ad7ea7e460241a23535a406,38027 6 38282 8 38537 10 38793 11 39049 11 39305 11 39562 9 39820 6
912a679e4b9b1d1a75170254fd675b8c24b664d80ad7ea7e460241a23535a406,3986 8 4241 10 4496 12 4752 12 5007 13 5263 13 5518 14 5774 14 6030 13 6286 13 6542 12 6799 10 7055 10 7313 7 7571 2
912a679e4b9b1d1a75170254fd675b8c24b664d80ad7ea7e460241a23535a406,31893 5 32147 8 32401 11 32656 13 32911 14 33167 14 33423 15 33679 15 33935 15 34192 14 34448 14 34704 14 34961 12 35218 11 35474 10 35731 8 35988 6
912a679e4b9b1d1a75170254fd675b8c24b664d80ad7ea7e460241a23535a406,23447 2 23700 8 23955 10 24210 12 24466 12 24722 12 24977 13 25233 13 25490 12 25746 12 26003 10 26260 8 26518 5
912a679e4b9b1d1a75170254fd675b8c24b664d80ad7ea7e460241a23535a406,9631 9 9886 12 10141 13 10396 15 10651 16 10907 16 11162 17 11418 17 11674 16 11930 16 12187 14 12443 13 12700 11 12957 9 13214 8 13472 4
912a679e4b9b1d1a75170254fd675b8c24b664d80ad7ea7e460241a23535a406,18591 2 18845 6 19101 8 19357 9 19613 10 19869 11 20125 12 20381 12 20637 12 20895 10 21152 8
912a679e4b9b1d1a75170254fd675b8c24b664d80ad7ea7e460241a23535a406,41897 7 42151 11 42406 13 42662 13 42918 14 43173 15 43429 15 43686 14 43942 14 44199 13 44455 12 44712 10 44970 8 45228 4
912a679e4b9b1d1a75170254fd675b8c24b664d80ad7ea7e460241a23535a406,170 12 426 13 681 14 937 15 1193 15 1449 15 1705 15 1961 15 2218 14 2474 14 2730 13 2987 11 3245 7
912a679e4b9b1d1a75170254fd675b8c24b664d80ad7ea7e460241a23535a406,25012 1 25262 10 25516 12 25771 14 26027 14 26283 14 26539 14 26796 13 27052 12 27310 9
912a679e4b9b1d1a75170254fd675b8c24b664d80ad7ea7e460241a23535a406,29110 3 29364 7 29620 8 29871 14 30126 15 30381 16 30637 17 30893 16 31149 16 31405 16 31662 14 31918 14 32176 11 32434 8 32692 4
912a679e4b9b1d1a75170254fd675b8c24b664d80ad7ea7e460241a23535a406,17332 10 17586 13 17841 15 18096 17 18351 18 18606 19 18862 19 19118 18 19375 17 19632 15 19888 14 20151 6 20409 3
912a679e4b9b1d1a75170254fd675b8c24b664d80ad7ea7e460241a23535a406,11704 4 11960 6 12215 8 12471 9 12727 9 12984 9 13239 9 13495 5 13752 3
912a679e4b9b1d1a75170254fd675b8c24b664d80ad7ea7e460241a23535a406,32963 11 33217 14 33472 15 33728 19 33983 20 34239 15 34256 4 34495 14 34511 5 34751 14 34767 5 35007 13 35022 7 35263 13 35278 7 35520 11 35533 8 35776 10 35790 8 36033 8 36046 8 36302 7
912a679e4b9b1d1a75170254fd675b8c24b664d80ad7ea7e460241a23535a406,18886 4 19141 7 19397 8 19652 9 19908 9 20164 9 20419 10 20675 10 20931 10 21187 9 21444 5
912a679e4b9b1d1a75170254fd675b8c24b664d80ad7ea7e460241a23535a406,37067 3 37322 4 37577 6 37833 8 38088 10 38344 11 38600 11 38856 11 39112 10 39368 10 39625 9 39883 6
912a679e4b9b1d1a75170254fd675b8c24b664d80ad7ea7e460241a23535a406,19921 2 20175 7 20430 9 20686 10 20942 11 21199 10 21455 10 21713 7 21972 3
912a679e4b9b1d1a75170254fd675b8c24b664d80ad7ea7e460241a23535a406,40407 2 40661 7 40916 9 41171 10 41426 12 41682 12 41938 12 42194 12 42450 12 42706 11 42963 10 43219 10 43475 9 43732 8 43989 6 44246 4
912a679e4b9b1d1a75170254fd675b8c24b664d80ad7ea7e460241a23535a406,54486 1 54740 5 54995 7 55250 11 55506 11 55762 12 56018 11 56274 11 56531 10 56789 7 57046 4
912a679e4b9b1d1a75170254fd675b8c24b664d80ad7ea7e460241a23535a406,32725 5 32980 9 33236 11 33492 14 33748 15 34005 14 34261 14 34518 12 34774 12 35031 10 35287 8 35544 5 35800 4 36058 1
912a679e4b9b1d1a75170254fd675b8c24b664d80ad7ea7e460241a23535a406,58346 9 58600 12 58854 15 59109 17 59364 20 59615 1 59618 23 59869 28 60124 29 60379 30 60636 5 60643 22 60899 22 61155 21 61411 21 61667 20 61924 19 62182 16 62441 12 62700 12 62956 14 63211 16 63467 17 63722 19 63978 19 64234 19 64490 19 64746 19 65002 19 65259 18 65515 18
912a679e4b9b1d1a75170254fd675b8c24b664d80ad7ea7e460241a23535a406,30955 2 31209 6 31465 7 31721 8 31976 10 32232 11 32487 13 32742 14 32998 14 33256 1 33262 5 33518 4 33768 3 33773 1 34023 7 34278 7 34533 8 34789 8 35045 8 35300 9 35555 9 35811 9 36067 9 36322 10 36578 9 36834 9 37090 8 37346 8 37603 6 37860 4
912a679e4b9b1d1a75170254fd675b8c24b664d80ad7ea7e460241a23535a406,10215 1 10470 3 10726 4
d8d4bf68a76e4e4c5f21de7ac613451f7115a04db686151e78b8ec0b6a22022b,32270 3 32525 5 32779 7 33035 7 33290 8 33546 8 33802 8 34059 7 34316 5
d8d4bf68a76e4e4c5f21de7ac613451f7115a04db686151e78b8ec0b6a22022b,34833 2 35085 8 35341 9 35596 11 35852 11 36108 11 36364 11 36620 10 36876 10 37132 9 37388 9 37646 6
d8d4bf68a76e4e4c5f21de7ac613451f7115a04db686151e78b8ec0b6a22022b,577 3 832 5 1088 6 1343 7 1599 8 1855 8 2112 7 2368 7 2625 5 2882 2
d8d4bf68a76e4e4c5f21de7ac613451f7115a04db686151e78b8ec0b6a22022b,14916 1 15170 6 15425 8 15681 8 15936 10 16192 10 16449 8 16705 8 16963 5 17220 3
d8d4bf68a76e4e4c5f21de7ac613451f7115a04db686151e78b8ec0b6a22022b,3397 3 3651 7 3906 9 4162 10 4417 12 4673 12 4929 11 5185 11 5441 10 5698 8 5954 7
d8d4bf68a76e4e4c5f21de7ac613451f7115a04db686151e78b8ec0b6a22022b,65182 5 65437 9
4f949bd8d914bbfa06f40d6a0e2b5b75c38bf53dbcbafc48c97f105bee4f8fac,21 36 411 39 801 39 1192 40 1583 39 1974 39 2367 8 2380 22 2758 5 2770 21 3148 5 3159 20 3548 21 3936 21 4325 22 4713 24 5102 24 5493 12 5510 3 5886 1 5901 3 5913 2 5917 4 6293 4 6302 10 6683 4 6692 9 7071 6 7080 13 7460 24 7850 23 8240 24 8630 24 9019 25 9402 31 9789 34 10178 35 10566 35 10956 35 11346 32 11736 29 12126 24 12518 10 12530 10 12910 6 12922 15 13304 1 13313 18 13704 21 14095 22 14465 2 14486 21 14855 4 14876 22 15245 7 15267 23 15635 10 15657 23 16025 12 16041 28 16416 12 16430 16 16808 25 17199 24 17591 22 17981 22 18371 22 18761 22 19151 24 19541 26 19931 27 20321 27 20711 27 21101 27 21492 26 21885 23 22275 25 22665 26 23055 26 23447 24 23837 21 24228 16 24245 2 24617 17 25007 18 25396 22 25785 23 26174 24 26564 24 26954 24 27344 24 27734 22 28125 20 28518 14 28910 12 29300 12 29690 12 30079 14 30468 16 30496 1 30499 1 30858 17 30881 3 30885 8 31248 17 31268 16 31638 37 32028 37 32418 37 32810 35 33200 33 33591 32 33983 29 34373 25 34763 22 35154 20 35545 18 35942 9 36337 3
4f949bd8d914bbfa06f40d6a0e2b5b75c38bf53dbcbafc48c97f105bee4f8fac,7448 3 7838 1
4f949bd8d914bbfa06f40d6a0e2b5b75c38bf53dbcbafc48c97f105bee4f8fac,51147 2 51534 6 51924 9 52314 9 52705 8 53096 7 53486 7 53877 5
4f949bd8d914bbfa06f40d6a0e2b5b75c38bf53dbcbafc48c97f105bee4f8fac,40227 6 40278 2 40617 8 40666 5 41007 8 41056 5 41396 11 41441 1 41446 6 41786 12 41829 5 41836 6 42176 12 42216 15 42566 13 42604 12 42956 14 42976 4 42993 13 43346 14 43363 12 43381 15 43736 52 44126 52 44517 51 44908 50 45299 29 45330 18 45689 29 45721 17 46085 23 46112 16 46476 22 46504 12 46867 21 46895 10 47257 21 47287 6 47648 20 48046 10 48436 10 48826 10 49216 9 49234 3 49604 9 49622 5 49993 9 50008 1 50011 6 50381 24 50770 24 51160 25 51550 25 51940 25 52330 25 52720 24 53111 23 53501 23 53893 22 54295 10 54686 9 55076 9 55466 8 55856 8 56246 8 56635 9 57025 8 57415 7 57805 7 58195 6 58586 5
4f949bd8d914bbfa06f40d6a0e2b5b75c38bf53dbcbafc48c97f105bee4f8fac,1628 3 2017 9 2407 11 2797 12 3187 12 3578 9
4f949bd8d914bbfa06f40d6a0e2b5b75c38bf53dbcbafc48c97f105bee4f8fac,34792 6 34799 2 35178 16 35567 19 35956 21 36346 21 36736 22 37126 23 37514 25 37903 26 38293 25 38683 24 39074 21 39464 21 39859 1 39861 14 40252 1 40255 5 40261 2 40264 1 40648 1
4f949bd8d914bbfa06f40d6a0e2b5b75c38bf53dbcbafc48c97f105bee4f8fac,57794 6 58183 7 58573 7 58964 6 59354 6 59744 6 60136 4
4f949bd8d914bbfa06f40d6a0e2b5b75c38bf53dbcbafc48c97f105bee4f8fac,65608 4 65998 6 66386 9 66778 7 67168 6 67561 1
4f949bd8d914bbfa06f40d6a0e2b5b75c38bf53dbcbafc48c97f105bee4f8fac,49243 6 49632 9 50022 9 50410 11 50798 13 51188 13 51578 13 51970 11 52362 9 52752 9 53142 9 53532 7 53920 9 54309 10 54698 11 55088 11 55478 10 55868 10 56258 10 56648 10 57038 10 57428 10 57818 10 58207 9 58597 9 58987 9 59377 8 59768 7 60158 7
4f949bd8d914bbfa06f40d6a0e2b5b75c38bf53dbcbafc48c97f105bee4f8fac,12973 3 13363 3
4f949bd8d914bbfa06f40d6a0e2b5b75c38bf53dbcbafc48c97f105bee4f8fac,69528 4 69915 10 70305 10 70693 12 71083 12 71473 12 71863 12 72255 10 72645 10 73037 8 73428 1 73431 1
4f949bd8d914bbfa06f40d6a0e2b5b75c38bf53dbcbafc48c97f105bee4f8fac,2836 12 3226 12 3616 11 4008 9 4399 6
4f949bd8d914bbfa06f40d6a0e2b5b75c38bf53dbcbafc48c97f105bee4f8fac,57832 7 58221 10 58611 12 58999 14 59389 14 59779 14 60169 14 60559 14 60949 14 61339 14 61729 14 62119 15 62509 15 62899 15 63288 17 63678 18 64066 20 64456 9 64468 8 64846 9 64860 1 65238 6 65628 6 66019 5
4f949bd8d914bbfa06f40d6a0e2b5b75c38bf53dbcbafc48c97f105bee4f8fac,19619 8 20008 9 20398 9 20788 9 21178 8
4f949bd8d914bbfa06f40d6a0e2b5b75c38bf53dbcbafc48c97f105bee4f8fac,65641 5
4f949bd8d914bbfa06f40d6a0e2b5b75c38bf53dbcbafc48c97f105bee4f8fac,54338 5 54726 9 55116 11 55506 11 55896 11 56287 10 56677 11 57067 11 57457 13 57847 13 58237 13 58627 13 59017 13 59407 13 59799 9 60189 8
4f949bd8d914bbfa06f40d6a0e2b5b75c38bf53dbcbafc48c97f105bee4f8fac,62535 8 62924 9 63313 12 63702 15 64092 16 64481 18 64870 20 65260 20 65650 20 66042 20 66432 20 66822 4 66833 9 67226 7 67619 4 68010 3 68400 3 68789 5 69178 8 69566 12 69953 16 70343 16 70733 18 71123 18 71517 14 71907 14 72297 14 72687 14 73077 14 73468 11 73859 10 74250 8 74644 2
4f949bd8d914bbfa06f40d6a0e2b5b75c38bf53dbcbafc48c97f105bee4f8fac,25875 1
4f949bd8d914bbfa06f40d6a0e2b5b75c38bf53dbcbafc48c97f105bee4f8fac,76188 17 76577 18 76967 18 77357 18 77748 15 78141 12 78533 10 78923 1 78925 6 79316 1 79319 1
4f949bd8d914bbfa06f40d6a0e2b5b75c38bf53dbcbafc48c97f105bee4f8fac,43823 4 44211 11 44600 13 44990 13 45380 13 45770 12 46160 11 46551 9
4f949bd8d914bbfa06f40d6a0e2b5b75c38bf53dbcbafc48c97f105bee4f8fac,72293 1
4f949bd8d914bbfa06f40d6a0e2b5b75c38bf53dbcbafc48c97f105bee4f8fac,61389 2 61775 7 62165 7 62555 1 62558 6 62948 6
4f949bd8d914bbfa06f40d6a0e2b5b75c38bf53dbcbafc48c97f105bee4f8fac,82838 4 83226 6 83616 8 84005 9 84395 9 84785 9 85175 11 85565 9 85956 8 86348 4
4f949bd8d914bbfa06f40d6a0e2b5b75c38bf53dbcbafc48c97f105bee4f8fac,50861 1 51249 7 51257 7 51639 18 52029 5 52035 13 52426 12 52816 12 53206 12 53596 12 53986 10 54376 10 54767 9 55157 9 55547 9 55939 6 56329 5 56721 2
4f949bd8d914bbfa06f40d6a0e2b5b75c38bf53dbcbafc48c97f105bee4f8fac,40727 2 41114 5 41504 6 41892 8 42284 5 42676 3
4f949bd8d914bbfa06f40d6a0e2b5b75c38bf53dbcbafc48c97f105bee4f8fac,68032 3 68421 5 68810 6 69200 7 69590 8 69980 8 70370 9 70760 9 71152 7 71542 7 71930 9 72319 10 72707 12 73096 13 73486 13 73874 15 74264 13 74654 10 75044 9 75434 9 75826 7 76217 12 76607 14 76997 14 77387 14 77777 14 78167 14 78557 14 78947 13 79336 13 79726 12 80116 12 80507 9 80900 3
4f949bd8d914bbfa06f40d6a0e2b5b75c38bf53dbcbafc48c97f105bee4f8fac,64147 7 64536 10 64922 15 65311 17 65701 17 66091 16 66481 15 66871 15 67261 13 67652 11 68044 1 68047 1
4f949bd8d914bbfa06f40d6a0e2b5b75c38bf53dbcbafc48c97f105bee4f8fac,80911 6 81301 7 81691 9 82081 9 82472 8 82864 6 83257 1
4f949bd8d914bbfa06f40d6a0e2b5b75c38bf53dbcbafc48c97f105bee4f8fac,61022 2 61412 2
4f949bd8d914bbfa06f40d6a0e2b5b75c38bf53dbcbafc48c97f105bee4f8fac,67668 6 68054 11 68443 13 68831 17 69220 18 69610 19 70001 20 70391 20 70778 25 71167 26 71557 26 71945 28 72335 26 72726 25 73117 23 73513 2 73516 14 73906 14 74296 15 74683 17 75073 14 75462 15 75851 16 76241 16 76630 20 77020 20 77410 20 77802 18 78193 15 78585 13 78977 9
4f949bd8d914bbfa06f40d6a0e2b5b75c38bf53dbcbafc48c97f105bee4f8fac,57142 2 57530 5 57919 5 58309 6 58695 11 59082 16 59471 19 59861 19 60251 17 60641 17 61033 15 61423 14 61814 12 62205 7 62213 2 62600 2
4f949bd8d914bbfa06f40d6a0e2b5b75c38bf53dbcbafc48c97f105bee4f8fac,62228 8 62615 13 63002 16 63387 1 63389 21 63777 23 64168 22 64558 22 64950 18 65340 16 65731 17 66123 15 66513 17 66903 16 67293 15 67683 15 68075 8
4f949bd8d914bbfa06f40d6a0e2b5b75c38bf53dbcbafc48c97f105bee4f8fac,55603 5 55990 10 56379 12 56769 12 57159 12 57549 14 57939 14 58328 15 58717 16 59107 16 59499 14 59889 14 60279 14 60670 11 61064 2
4f949bd8d914bbfa06f40d6a0e2b5b75c38bf53dbcbafc48c97f105bee4f8fac,40002 6 40390 8 40779 11 41169 12 41559 11 41950 6
4f949bd8d914bbfa06f40d6a0e2b5b75c38bf53dbcbafc48c97f105bee4f8fac,49371 2 49760 7 50148 12 50538 14 50928 15 51318 15 51708 17 52099 16 52490 15 52881 14 53271 12 53663 10 54053 10 54444 9 54834 8 55226 4
4f949bd8d914bbfa06f40d6a0e2b5b75c38bf53dbcbafc48c97f105bee4f8fac,67704 8 68093 9 68481 11 68871 11 69263 9 69653 7 70043 7 70433 6 70821 8 71211 8 71601 8 71991 8 72381 8 72771 7 73163 4 73555 2
4f949bd8d914bbfa06f40d6a0e2b5b75c38bf53dbcbafc48c97f105bee4f8fac,27153 5 27540 9 27929 10 28319 12 28709 12 29100 11 29491 9 29882 7
4f949bd8d914bbfa06f40d6a0e2b5b75c38bf53dbcbafc48c97f105bee4f8fac,32613 3 33000 8 33389 9 33779 9 34169 9 34559 9 34949 8 35339 7 35731 3
4f949bd8d914bbfa06f40d6a0e2b5b75c38bf53dbcbafc48c97f105bee4f8fac,41598 1 41986 6 42375 8 42760 1 42765 9 43145 7 43154 12 43533 11 43545 11 43923 11 43935 11 44313 11 44325 11 44703 11 44717 9 45093 12 45109 7 45483 12 45502 4 45873 14 46262 16 46652 18 47043 17 47433 19 47825 18 48215 18 48605 18 48996 17 49386 19 49778 15 50168 15 50559 14 50950 15 51341 14 51734 9
4f949bd8d914bbfa06f40d6a0e2b5b75c38bf53dbcbafc48c97f105bee4f8fac,55628 4 55635 8 56015 18 56405 20 56793 22 57183 22 57573 23 57963 23 58353 23 58743 23 59133 22 59523 12 59913 11 60303 11 60693 9 61083 9 61475 7 61863 9 62253 9 62643 9 63033 9 63423 9 63815 7 64205 7 64596 6 64986 6 65376 6 65768 3
4f949bd8d914bbfa06f40d6a0e2b5b75c38bf53dbcbafc48c97f105bee4f8fac,35360 6 35748 10 36137 11 36526 12 36915 13 37305 11 37697 9 38087 8 38478 7 38869 6 39260 4
4f949bd8d914bbfa06f40d6a0e2b5b75c38bf53dbcbafc48c97f105bee4f8fac,63045 8 63435 8 63825 9 64215 10 64605 10 64995 10 65387 8 65777 8 66167 8 66557 8 66947 7 67338 5 67729 4
4f949bd8d914bbfa06f40d6a0e2b5b75c38bf53dbcbafc48c97f105bee4f8fac,16250 1 16638 5 17030 1
4f949bd8d914bbfa06f40d6a0e2b5b75c38bf53dbcbafc48c97f105bee4f8fac,26786 5 27173 9 27562 10 27952 12 28342 12 28732 12 29120 14 29512 12 29903 11 30296 8 30688 6 31079 3
4f949bd8d914bbfa06f40d6a0e2b5b75c38bf53dbcbafc48c97f105bee4f8fac,47074 1 47460 6 47848 10 48238 10 48626 12 49016 12 49408 10 49798 12 50188 12 50578 12 50968 11 51358 1 51360 8 51751 7 52141 6 52530 8 52919 9 53308 10 53698 12 54088 12 54478 12 54868 13 55258 13 55648 13 56039 11 56429 10 56821 7 57211 7 57602 6 57991 6 58380 7 58769 9 59158 10 59548 10 59938 10 60328 12 60718 10 61109 9 61499 9 61891 5 62281 1 62284 1
4f949bd8d914bbfa06f40d6a0e2b5b75c38bf53dbcbafc48c97f105bee4f8fac,37718 5 38108 6 38498 6 38888 6 39278 3 39668 6 40057 7 40447 7 40835 10 41225 9 41614 6 42000 10 42389 11 42779 11 43169 11 43559 11 43951 7
4f949bd8d914bbfa06f40d6a0e2b5b75c38bf53dbcbafc48c97f105bee4f8fac,4957 1 5347 1 5737 3 6127 4 6517 4
4f949bd8d914bbfa06f40d6a0e2b5b75c38bf53dbcbafc48c97f105bee4f8fac,43964 2 44350 9 44738 11 45128 12 45518 12 45908 12 46298 12 46689 13 47081 11 47471 12 47863 11 48253 11 48643 9 49034 8 49426 6 49816 6 50206 4 50596 6 50984 10 51373 15 51763 15 52153 15 52543 17 52934 16 53324 16 53714 16 54106 14 54497 13 54889 9 55281 5
4f949bd8d914bbfa06f40d6a0e2b5b75c38bf53dbcbafc48c97f105bee4f8fac,56054 3 56443 7 56833 7 57223 9 57614 8 58006 6 58397 3
4f949bd8d914bbfa06f40d6a0e2b5b75c38bf53dbcbafc48c97f105bee4f8fac,13975 1 14364 6 14751 10 15141 11 15530 13 15919 16 16308 17 16696 19 16728 2 17088 17 17114 12 17478 17 17502 15 17871 14 17892 17 18261 14 18281 18 18652 14 18669 20 19044 35 19434 33 19806 1 19809 1 19824 33 20192 9 20205 2 20208 36 20581 52 20962 58 21349 61 21737 61 22127 61 22516 61 22906 59 23294 63 23685 62 24076 12 24093 24 24119 1 24121 16 24467 11 24484 23 24512 15 24857 11 24874 25 24903 15 25249 8 25265 25 25293 16 25640 7 25656 24 25685 15 26032 5 26046 24 26075 15 26423 2 26437 24 26466 14 26827 25 26858 12 27217 25 27248 13 27609 23 27638 13 28000 23 28028 4 28037 4 28393 20 28785 18 29181 12 29579 6
4f949bd8d914bbfa06f40d6a0e2b5b75c38bf53dbcbafc48c97f105bee4f8fac,27597 7 27987 6 28378 6 28770 4
4f949bd8d914bbfa06f40d6a0e2b5b75c38bf53dbcbafc48c97f105bee4f8fac,44371 3 44760 6 45148 8 45538 9 45927 10 46317 10 46707 10 47097 9 47487 10 47878 9 48270 7 48660 9 49050 10 49441 11 49831 12 50221 12 50613 10 51004 7 51012 1 51399 1
4f949bd8d914bbfa06f40d6a0e2b5b75c38bf53dbcbafc48c97f105bee4f8fac,13561 6 13951 7 14341 9 14731 9 15121 9 15511 8 15901 9 16293 7 16686 4
4f949bd8d914bbfa06f40d6a0e2b5b75c38bf53dbcbafc48c97f105bee4f8fac,31894 3 32283 3 32673 3 33063 3
4f949bd8d914bbfa06f40d6a0e2b5b75c38bf53dbcbafc48c97f105bee4f8fac,35799 6 36188 8 36577 9 36967 11 37357 11 37747 9 38137 9 38527 9 38917 9 39307 9 39697 9 40089 7 40479 7 40872 1 40875 1
4f949bd8d914bbfa06f40d6a0e2b5b75c38bf53dbcbafc48c97f105bee4f8fac,33460 3 33852 1
4f949bd8d914bbfa06f40d6a0e2b5b75c38bf53dbcbafc48c97f105bee4f8fac,43609 3 43998 4 44386 8 44775 9 45165 9 45555 9 45945 9 46335 9 46725 9 47116 8 47506 8 47898 4
4f949bd8d914bbfa06f40d6a0e2b5b75c38bf53dbcbafc48c97f105bee4f8fac,31136 5 31525 8 31915 9 32305 10 32695 11 33085 11 33476 12 33867 11 34257 11 34649 9 35040 8 35431 7 35823 4 35831 1 36217 8 36606 9 36996 9 37386 9 37778 7 38168 7 38558 7 38949 5
4f949bd8d914bbfa06f40d6a0e2b5b75c38bf53dbcbafc48c97f105bee4f8fac,40115 3 40503 6 40892 8 41280 11 41670 11 42059 10 42447 12 42836 13 43225 14 43615 13 44005 13 44397 9 44787 8 45179 5
4f949bd8d914bbfa06f40d6a0e2b5b75c38bf53dbcbafc48c97f105bee4f8fac,345 35 735 35 1125 34 1515 32 1906 31 2297 30 2687 30 3068 1 3078 29 3455 7 3464 1 3468 29 3845 42 4235 19 4257 11 4273 4 4625 19 4649 9 4663 4 5015 21 5041 7 5056 1 5408 19 5431 7 5801 16 5822 6 6192 17 6212 6 6584 15 6602 6 6977 12 6992 4 7370 9 7763 6 8156 3 8546 3 8937 2
4f949bd8d914bbfa06f40d6a0e2b5b75c38bf53dbcbafc48c97f105bee4f8fac,8531 1 8534 1 8918 1 8920 8 9308 12 9696 15 10086 15 10475 18 10865 18 11255 18 11645 18 12035 18 12425 16 12817 14 13208 13 13598 13 13990 10 14382 6 14775 2
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,4164 2 4424 2 4683 7 4942 10 5201 11 5461 11 5721 12 5981 13 6241 13 6501 13 6761 14 7021 15 7282 14 7542 14 7802 14 8063 13 8324 11 8584 11 8845 9 9108 4 9368 1
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,18981 7 19241 7 19501 9 19761 10 20021 11 20281 11 20541 11 20801 11 21061 10 21321 10 21581 8
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,27041 3 27301 3 27561 4 27821 5 28081 5 28341 6 28601 6 28861 7 29121 7 29381 7 29641 7 29901 7 30161 7 30421 7 30681 7 30941 6 31201 6 31461 6 31721 5 31981 5 32241 5 32501 4
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,51752 1 52012 1 52270 5 52529 7 52788 8 53048 11 53307 12 53567 18 53826 20 54086 22 54126 2 54346 25 54383 6 54606 26 54641 8 54867 26 54900 9 55127 27 55157 12 55387 27 55415 12 55647 38 55907 35 56167 34 56427 33 56688 30 56948 29 57208 26 57468 22 57728 21 57988 21 58010 1 58248 20 58270 6 58506 21 58530 6 58764 33 59024 34 59283 36 59541 14 59559 20 59801 12 59820 20 60061 12 60080 21 60321 9 60340 21 60581 6 60601 20 60841 4 60861 20 61101 4 61121 19 61383 17 61644 14 61908 8 62169 5
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,64223 4 64481 8 64741 8 65001 9 65261 9 65521 9 65781 9 66041 9 66302 7
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,78522 6 78782 6 79041 8 79301 10 79561 11 79821 11 80081 12 80341 12 80606 6 80866 6
52b267e20519174e3ce1e1994b5d677804b16bc670aa5f6ffb6344a0fdf63fde,10674 4 10931 7 11189 9 11449 9 11707 11 11965 13 12223 13 12483 13 12743 12 13004 8
